Model,Training_Time_sec,Prediction_Time_sec
XGBoost_Default,9.038013997022063,1.5779526978731155
XGBoost_Tuned,50.20387806231156,0.8109997259452939
Random_Forest,107.50588738825172,1.8324872241355479
KNN,0.14535846980288625,327.28142830496654
PLSRegression,31.33222955605015,0.34286210406571627
LinearSVR,2271.003144611139,0.1357471840456128
